year,round,country,driver_nationality,constructor_nationality,grid_position,is_2017_plus_era,is_2022_plus_era,is_covid_season_2020,has_sprint_format,driver_career_total_points,driver_career_avg_points,driver_career_avg_position,driver_career_race_count,driver_career_wins,driver_career_podiums,constructor_career_total_points,constructor_career_avg_points,constructor_career_avg_position,constructor_career_race_count,constructor_career_wins,constructor_career_podiums,driver_track_avg_position,driver_track_race_count,constructor_track_avg_position,constructor_track_race_count,driver_abbreviation,driver_number,air_temp,track_temp,humidity,wind_speed,main_compound,is_soft_primary,is_hard_primary,is_medium_primary,is_intermediate,is_wet,temp_differential,is_hot_conditions,is_cold_conditions,is_high_track_temp,is_high_humidity,is_low_humidity,is_windy_conditions,has_fastf1_data,race_size,typology,enneagram,heaight,why_choose_number_categorical,target_position,group_key
2018,1,Australia,German,Italian,3.0,1,0,0,0,990.0,8.182,8.174,121,11,36,3790.5,10.19,6.71,372,24,127,6.25,4,6.571,14,VET,5.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFJ,9w1,175,Karting Success,1,2018_1
2018,1,Australia,British,German,1.0,1,0,0,0,2680.5,14.489,4.53,185,52,98,4817.5,12.95,5.218,372,66,178,5.714,7,6.214,14,HAM,44.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,3w4,174,Personal Connection,2,2018_1
2018,1,Australia,Finnish,Italian,2.0,1,0,0,0,513.0,5.182,10.02,99,1,19,3790.5,10.19,6.71,372,24,127,5.0,3,6.571,14,RAI,7.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,5w4,175,Karting Success,3,2018_1
2018,1,Australia,Australian,Austrian,5.0,1,0,0,0,704.0,4.757,10.331,148,4,14,4407.5,11.848,6.489,372,74,155,11.6,5,8.071,14,RIC,3.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENFP,7w6,179,Karting Success,4,2018_1
2018,1,Australia,Spanish,British,11.0,1,0,0,0,527.0,3.585,10.796,147,0,9,2325.0,6.25,9.172,372,19,66,10.667,6,8.214,14,ALO,14.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENTJ,1w2,171,Karting Success,5,2018_1
2018,1,Australia,Dutch,Austrian,4.0,1,0,0,0,2900.5,15.594,4.833,186,66,113,4407.5,11.848,6.489,372,74,155,7.714,7,8.071,14,VER,33.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w7,181,Championship,6,2018_1
2018,1,Australia,German,French,8.0,1,0,0,0,238.0,1.831,12.485,130,0,1,451.0,2.854,11.405,158,0,3,8.0,6,12.167,6,HUL,27.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,9w1,184,Personal Connection,7,2018_1
2018,1,Australia,Finnish,German,10.0,1,0,0,0,1377.0,8.148,8.698,169,10,58,4817.5,12.95,5.218,372,66,178,7.5,6,6.214,14,BOT,77.0,24.1,36.3,30.9,3.7,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,6w5,173,Personal Connection,8,2018_1
2018,1,Australia,Belgian,British,12.0,1,0,0,0,25.0,0.61,13.268,41,0,0,2325.0,6.25,9.172,372,19,66,11.0,2,8.214,14,VAN,2.0,24.1,36.3,30.9,3.7,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,9,2018_1
2018,1,Australia,Spanish,French,9.0,1,0,0,0,1167.5,6.311,8.903,185,4,28,451.0,2.854,11.405,158,0,3,12.714,7,12.167,6,SAI,55.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INTJ,1w9,178,Personal Connection,10,2018_1
2018,1,Australia,Mexican,Indian,13.0,1,0,0,0,1218.0,7.293,8.204,167,6,32,298.0,3.634,9.805,82,0,1,7.167,6,10.0,4,PER,11.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFJ,5w6,173,Karting Success,11,2018_1
2018,1,Australia,French,Indian,15.0,1,0,0,0,464.0,2.829,11.055,164,1,4,298.0,3.634,9.805,82,0,1,12.0,6,10.0,4,OCO,31.0,24.1,36.3,30.9,3.7,SOFT,1.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,7w6,186,Other Racing Achievements,12,2018_1
2018,1,Australia,Monegasque,Swiss,18.0,1,0,0,0,1519.0,9.151,7.482,166,8,48,112.0,0.683,14.293,164,0,1,8.167,6,14.25,8,LEC,16.0,24.1,36.3,30.9,3.7,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,1w2,180,Luck or Symbolism,13,2018_1
2018,1,Australia,Canadian,British,14.0,1,0,0,0,314.0,1.707,12.462,184,0,3,263.0,0.709,14.367,371,0,3,9.571,7,14.154,13,STR,18.0,24.1,36.3,30.9,3.7,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,9w1,182,Other Racing Achievements,14,2018_1
2018,1,Australia,New Zealander,Italian,16.0,1,0,0,0,4.0,0.16,15.04,25,0,0,171.0,1.379,12.823,124,0,2,15.0,1,12.333,6,,,24.1,36.3,30.9,3.7,,,,,,,12.199999999999996,,,,,,,False,20,,,168,,15,2018_1
2018,1,Australia,French,American,7.0,1,0,0,0,75.0,0.974,13.701,77,0,0,302.0,0.812,14.051,372,0,0,18.0,3,13.5,14,GRO,8.0,24.1,36.3,30.9,3.7,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,3w2,179,Karting Success,16,2018_1
2018,1,Australia,Danish,American,6.0,1,0,0,0,134.0,0.924,13.821,145,0,0,302.0,0.812,14.051,372,0,0,13.167,6,13.5,14,MAG,20.0,24.1,36.3,30.9,3.7,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w9,174,Karting Success,17,2018_1
2018,1,Australia,French,Italian,20.0,1,0,0,0,445.0,2.602,11.538,171,1,5,171.0,1.379,12.823,124,0,2,12.5,6,12.333,6,GAS,10.0,24.1,36.3,30.9,3.7,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,9w1,177,Celebrity Connection,18,2018_1
2018,1,Australia,Swedish,Swiss,17.0,1,0,0,0,9.0,0.22,14.244,41,0,0,112.0,0.683,14.293,164,0,1,18.5,2,14.25,8,ERI,9.0,24.1,36.3,30.9,3.7,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,180,,19,2018_1
2018,1,Australia,Russian,British,19.0,1,0,0,0,1.0,0.048,15.524,21,0,0,263.0,0.709,14.367,371,0,3,20.0,1,14.154,13,SIR,35.0,24.1,36.3,30.9,3.7,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,12.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,20,2018_1
2018,2,Bahrain,German,Italian,1.0,1,0,0,0,990.0,8.182,8.174,121,11,36,3790.5,10.19,6.71,372,24,127,7.833,6,7.15,20,VET,5.0,28.0,32.2,47.4,1.0,SOFT,1.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFJ,9w1,175,Karting Success,1,2018_2
2018,2,Bahrain,Finnish,German,3.0,1,0,0,0,1377.0,8.148,8.698,169,10,58,4817.5,12.95,5.218,372,66,178,6.556,9,4.35,20,BOT,77.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,6w5,173,Personal Connection,2,2018_2
2018,2,Bahrain,British,German,4.0,1,0,0,0,2680.5,14.489,4.53,185,52,98,4817.5,12.95,5.218,372,66,178,3.111,9,4.35,20,HAM,44.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,3w4,174,Personal Connection,3,2018_2
2018,2,Bahrain,French,Italian,6.0,1,0,0,0,445.0,2.602,11.538,171,1,5,171.0,1.379,12.823,124,0,2,11.111,9,11.667,6,GAS,10.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,9w1,177,Celebrity Connection,4,2018_2
2018,2,Bahrain,Danish,American,7.0,1,0,0,0,134.0,0.924,13.821,145,0,0,302.0,0.812,14.051,372,0,0,12.375,8,13.65,20,MAG,20.0,28.0,32.2,47.4,1.0,SOFT,1.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w9,174,Karting Success,5,2018_2
2018,2,Bahrain,German,French,8.0,1,0,0,0,238.0,1.831,12.485,130,0,1,451.0,2.854,11.405,158,0,3,14.286,7,9.7,10,HUL,27.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,9w1,184,Personal Connection,6,2018_2
2018,2,Bahrain,Spanish,British,13.0,1,0,0,0,527.0,3.585,10.796,147,0,9,2325.0,6.25,9.172,372,19,66,10.857,7,9.6,20,ALO,14.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENTJ,1w2,171,Karting Success,7,2018_2
2018,2,Bahrain,Belgian,British,14.0,1,0,0,0,25.0,0.61,13.268,41,0,0,2325.0,6.25,9.172,372,19,66,14.0,2,9.6,20,VAN,2.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,8,2018_2
2018,2,Bahrain,Swedish,Swiss,17.0,1,0,0,0,9.0,0.22,14.244,41,0,0,112.0,0.683,14.293,164,0,1,12.0,2,14.375,8,ERI,9.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,180,,9,2018_2
2018,2,Bahrain,French,Indian,9.0,1,0,0,0,464.0,2.829,11.055,164,1,4,298.0,3.634,9.805,82,0,1,10.444,9,10.75,4,OCO,31.0,28.0,32.2,47.4,1.0,SOFT,1.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,7w6,186,Other Racing Achievements,10,2018_2
2018,2,Bahrain,Spanish,French,10.0,1,0,0,0,1167.5,6.311,8.903,185,4,28,451.0,2.854,11.405,158,0,3,9.1,10,9.7,10,SAI,55.0,28.0,32.2,47.4,1.0,SOFT,1.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INTJ,1w9,178,Personal Connection,11,2018_2
2018,2,Bahrain,Monegasque,Swiss,19.0,1,0,0,0,1519.0,9.151,7.482,166,8,48,112.0,0.683,14.293,164,0,1,8.778,9,14.375,8,LEC,16.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,1w2,180,Luck or Symbolism,12,2018_2
2018,2,Bahrain,French,American,16.0,1,0,0,0,75.0,0.974,13.701,77,0,0,302.0,0.812,14.051,372,0,0,15.25,4,13.65,20,GRO,8.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,3w2,179,Karting Success,13,2018_2
2018,2,Bahrain,Canadian,British,20.0,1,0,0,0,314.0,1.707,12.462,184,0,3,263.0,0.709,14.367,371,0,3,12.2,10,14.6,20,STR,18.0,28.0,32.2,47.4,1.0,MEDIUM,0.0,0.0,1.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,9w1,182,Other Racing Achievements,14,2018_2
2018,2,Bahrain,Russian,British,18.0,1,0,0,0,1.0,0.048,15.524,21,0,0,263.0,0.709,14.367,371,0,3,15.0,1,14.6,20,SIR,35.0,28.0,32.2,47.4,1.0,SOFT,1.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,15,2018_2
2018,2,Bahrain,Mexican,Indian,12.0,1,0,0,0,1218.0,7.293,8.204,167,6,32,298.0,3.634,9.805,82,0,1,8.778,9,10.75,4,PER,11.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFJ,5w6,173,Karting Success,16,2018_2
2018,2,Bahrain,New Zealander,Italian,11.0,1,0,0,0,4.0,0.16,15.04,25,0,0,171.0,1.379,12.823,124,0,2,17.0,1,11.667,6,,,28.0,32.2,47.4,1.0,,,,,,,4.200000000000003,,,,,,,False,20,,,168,,17,2018_2
2018,2,Bahrain,Finnish,Italian,2.0,1,0,0,0,513.0,5.182,10.02,99,1,19,3790.5,10.19,6.71,372,24,127,11.5,6,7.15,20,RAI,7.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,5w4,175,Karting Success,18,2018_2
2018,2,Bahrain,Dutch,Austrian,15.0,1,0,0,0,2900.5,15.594,4.833,186,66,113,4407.5,11.848,6.489,372,74,155,9.1,10,8.45,20,VER,33.0,28.0,32.2,47.4,1.0,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w7,181,Championship,19,2018_2
2018,2,Bahrain,Australian,Austrian,5.0,1,0,0,0,704.0,4.757,10.331,148,4,14,4407.5,11.848,6.489,372,74,155,11.125,8,8.45,20,RIC,3.0,28.0,32.2,47.4,1.0,,0.0,0.0,0.0,0.0,0.0,4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENFP,7w6,179,Karting Success,20,2018_2
2018,3,China,Australian,Austrian,6.0,1,0,0,0,704.0,4.757,10.331,148,4,14,4407.5,11.848,6.489,372,74,155,7.5,4,4.3,10,RIC,3.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENFP,7w6,179,Karting Success,1,2018_3
2018,3,China,Finnish,German,3.0,1,0,0,0,1377.0,8.148,8.698,169,10,58,4817.5,12.95,5.218,372,66,178,7.5,4,4.0,10,BOT,77.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,6w5,173,Personal Connection,2,2018_3
2018,3,China,Finnish,Italian,2.0,1,0,0,0,513.0,5.182,10.02,99,1,19,3790.5,10.19,6.71,372,24,127,5.667,3,7.2,10,RAI,7.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,5w4,175,Karting Success,3,2018_3
2018,3,China,British,German,4.0,1,0,0,0,2680.5,14.489,4.53,185,52,98,4817.5,12.95,5.218,372,66,178,6.8,5,4.0,10,HAM,44.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,3w4,174,Personal Connection,4,2018_3
2018,3,China,Dutch,Austrian,5.0,1,0,0,0,2900.5,15.594,4.833,186,66,113,4407.5,11.848,6.489,372,74,155,3.4,5,4.3,10,VER,33.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w7,181,Championship,5,2018_3
2018,3,China,German,French,7.0,1,0,0,0,238.0,1.831,12.485,130,0,1,451.0,2.854,11.405,158,0,3,12.6,5,11.167,6,HUL,27.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,9w1,184,Personal Connection,6,2018_3
2018,3,China,Spanish,British,13.0,1,0,0,0,527.0,3.585,10.796,147,0,9,2325.0,6.25,9.172,372,19,66,11.75,4,9.9,10,ALO,14.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENTJ,1w2,171,Karting Success,7,2018_3
2018,3,China,German,Italian,1.0,1,0,0,0,990.0,8.182,8.174,121,11,36,3790.5,10.19,6.71,372,24,127,4.333,3,7.2,10,VET,5.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFJ,9w1,175,Karting Success,8,2018_3
2018,3,China,Spanish,French,9.0,1,0,0,0,1167.5,6.311,8.903,185,4,28,451.0,2.854,11.405,158,0,3,9.0,5,11.167,6,SAI,55.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INTJ,1w9,178,Personal Connection,9,2018_3
2018,3,China,Danish,American,11.0,1,0,0,0,134.0,0.924,13.821,145,0,0,302.0,0.812,14.051,372,0,0,11.75,4,10.9,10,MAG,20.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w9,174,Karting Success,10,2018_3
2018,3,China,French,Indian,12.0,1,0,0,0,464.0,2.829,11.055,164,1,4,298.0,3.634,9.805,82,0,1,9.25,4,10.5,4,OCO,31.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,7w6,186,Other Racing Achievements,11,2018_3
2018,3,China,Mexican,Indian,8.0,1,0,0,0,1218.0,7.293,8.204,167,6,32,298.0,3.634,9.805,82,0,1,8.0,4,10.5,4,PER,11.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFJ,5w6,173,Karting Success,12,2018_3
2018,3,China,Belgian,British,14.0,1,0,0,0,25.0,0.61,13.268,41,0,0,2325.0,6.25,9.172,372,19,66,15.5,2,9.9,10,VAN,2.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,13,2018_3
2018,3,China,Canadian,British,18.0,1,0,0,0,314.0,1.707,12.462,184,0,3,263.0,0.709,14.367,371,0,3,14.0,5,14.2,10,STR,18.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,9w1,182,Other Racing Achievements,14,2018_3
2018,3,China,Russian,British,16.0,1,0,0,0,1.0,0.048,15.524,21,0,0,263.0,0.709,14.367,371,0,3,15.0,1,14.2,10,SIR,35.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,15,2018_3
2018,3,China,Swedish,Swiss,20.0,1,0,0,0,9.0,0.22,14.244,41,0,0,112.0,0.683,14.293,164,0,1,15.5,2,16.5,8,ERI,9.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,180,,16,2018_3
2018,3,China,French,American,10.0,1,0,0,0,75.0,0.974,13.701,77,0,0,302.0,0.812,14.051,372,0,0,13.0,3,10.9,10,GRO,8.0,19.4,37.0,24.1,1.8,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ESFP,3w2,179,Karting Success,17,2018_3
2018,3,China,French,Italian,17.0,1,0,0,0,445.0,2.602,11.538,171,1,5,171.0,1.379,12.823,124,0,2,14.25,4,15.167,6,GAS,10.0,19.4,37.0,24.1,1.8,MEDIUM,0.0,0.0,1.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,9w1,177,Celebrity Connection,18,2018_3
2018,3,China,Monegasque,Swiss,19.0,1,0,0,0,1519.0,9.151,7.482,166,8,48,112.0,0.683,14.293,164,0,1,11.5,4,16.5,8,LEC,16.0,19.4,37.0,24.1,1.8,SOFT,1.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,1w2,180,Luck or Symbolism,19,2018_3
2018,3,China,New Zealander,Italian,15.0,1,0,0,0,4.0,0.16,15.04,25,0,0,171.0,1.379,12.823,124,0,2,20.0,1,15.167,6,,,19.4,37.0,24.1,1.8,,,,,,,17.6,,,,,,,False,20,,,168,,20,2018_3
2018,4,Azerbaijan,British,German,2.0,1,0,0,0,2680.5,14.489,4.53,185,52,98,4817.5,12.95,5.218,372,66,178,6.25,8,5.688,16,HAM,44.0,16.7,25.3,45.7,2.2,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,3w4,174,Personal Connection,1,2018_4
2018,4,Azerbaijan,Finnish,Italian,6.0,1,0,0,0,513.0,5.182,10.02,99,1,19,3790.5,10.19,6.71,372,24,127,9.0,4,8.0,16,RAI,7.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,5w4,175,Karting Success,2,2018_4
2018,4,Azerbaijan,Mexican,Indian,8.0,1,0,0,0,1218.0,7.293,8.204,167,6,32,298.0,3.634,9.805,82,0,1,6.429,7,10.75,4,PER,11.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFJ,5w6,173,Karting Success,3,2018_4
2018,4,Azerbaijan,German,Italian,1.0,1,0,0,0,990.0,8.182,8.174,121,11,36,3790.5,10.19,6.71,372,24,127,3.8,5,8.0,16,VET,5.0,16.7,25.3,45.7,2.2,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFJ,9w1,175,Karting Success,4,2018_4
2018,4,Azerbaijan,Spanish,French,10.0,1,0,0,0,1167.5,6.311,8.903,185,4,28,451.0,2.854,11.405,158,0,3,9.25,8,15.667,6,SAI,55.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INTJ,1w9,178,Personal Connection,5,2018_4
2018,4,Azerbaijan,Monegasque,Swiss,14.0,1,0,0,0,1519.0,9.151,7.482,166,8,48,112.0,0.683,14.293,164,0,1,6.857,7,11.875,8,LEC,16.0,16.7,25.3,45.7,2.2,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,1w2,180,Luck or Symbolism,6,2018_4
2018,4,Azerbaijan,Spanish,British,13.0,1,0,0,0,527.0,3.585,10.796,147,0,9,2325.0,6.25,9.172,372,19,66,7.714,7,8.438,16,ALO,14.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ENTJ,1w2,171,Karting Success,7,2018_4
2018,4,Azerbaijan,Canadian,British,11.0,1,0,0,0,314.0,1.707,12.462,184,0,3,263.0,0.709,14.367,371,0,3,12.25,8,12.312,16,STR,18.0,16.7,25.3,45.7,2.2,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,INFP,9w1,182,Other Racing Achievements,8,2018_4
2018,4,Azerbaijan,Belgian,British,16.0,1,0,0,0,25.0,0.61,13.268,41,0,0,2325.0,6.25,9.172,372,19,66,10.5,2,8.438,16,VAN,2.0,16.7,25.3,45.7,2.2,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,178,,9,2018_4
2018,4,Azerbaijan,New Zealander,Italian,19.0,1,0,0,0,4.0,0.16,15.04,25,0,0,171.0,1.379,12.823,124,0,2,10.0,1,13.167,6,,,16.7,25.3,45.7,2.2,,,,,,,8.600000000000001,,,,,,,False,20,,,168,,10,2018_4
2018,4,Azerbaijan,Swedish,Swiss,18.0,1,0,0,0,9.0,0.22,14.244,41,0,0,112.0,0.683,14.293,164,0,1,11.0,2,11.875,8,ERI,9.0,16.7,25.3,45.7,2.2,ULTRASOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,,,180,,11,2018_4
2018,4,Azerbaijan,French,Italian,17.0,1,0,0,0,445.0,2.602,11.538,171,1,5,171.0,1.379,12.823,124,0,2,11.571,7,13.167,6,GAS,10.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISFP,9w1,177,Celebrity Connection,12,2018_4
2018,4,Azerbaijan,Danish,American,15.0,1,0,0,0,134.0,0.924,13.821,145,0,0,302.0,0.812,14.051,372,0,0,12.6,5,13.375,16,MAG,20.0,16.7,25.3,45.7,2.2,SOFT,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,8w9,174,Karting Success,13,2018_4
2018,4,Azerbaijan,Finnish,German,3.0,1,0,0,0,1377.0,8.148,8.698,169,10,58,4817.5,12.95,5.218,372,66,178,10.571,7,5.688,16,BOT,77.0,16.7,25.3,45.7,2.2,SUPERSOFT,0.0,0.0,0.0,0.0,0.0,8.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,True,20,ISTP,6w5,173,Personal Connection,14,2018_4
